county;population;pct_male;pct_female;median_age;over65_pct;onerace_white;onerace_black;onerace_native;onerace_asian;onerace_pacificislands;onerace_other;hispanic_pct;non_hisp_white;non_hisp_black;`voting_pop;;;
Washington County, Utah;160245;49.9;50.1;35.9;20.4;89.4;0.4;1.3;0.9;1.0;4.5;10.1;84.8;0.3;112821;;;
Washington County, Wisconsin;134296;49.3;50.7;42.9;16.9;94.9;1.0;0.2;1.5;0.1;1.0;3.1;92.9;1.0;103199;;;
Washoe County, Nevada;453616;50.4;49.6;38.2;15.7;78.3;2.3;1.5;5.6;0.5;7.3;24.2;63.4;2.2;319931;;;
Washtenaw County, Michigan;364709;49.4;50.6;33.5;12.9;73.8;11.9;0.5;8.6;0.0;0.6;4.6;70.5;11.8;271657;;;
Waukesha County, Wisconsin;398424;49.0;51.0;43.2;17.6;92.3;1.6;0.4;3.5;0.0;0.9;4.7;88.9;1.5;304573;;;
Wayne County, Indiana;66568;48.0;52.0;40.4;18.9;89.6;4.7;0.0;1.1;0.0;1.7;2.8;88.6;4.6;51315;;;
Wayne County, Michigan;1749366;48.1;51.9;37.8;14.4;52.8;38.9;0.3;3.1;0.0;2.1;5.8;49.6;38.6;1267998;;;
Wayne County, New York;90798;49.0;51.0;43.6;17.8;93.1;2.7;0.1;0.9;0.0;1.2;4.3;90.0;2.7;69990;;;
Wayne County, North Carolina;124150;48.8;51.2;37.3;15.0;64.2;29.8;0.3;1.2;0.1;0.9;11.5;53.8;29.8;86549;;;
Wayne County, Ohio;116470;50.0;50.0;38.7;16.8;94.1;1.7;0.0;1.1;0.0;1.5;1.9;93.7;1.7;87039;;;
Webb County, Texas;271193;48.5;51.5;28.1;9.1;95.4;0.4;0.1;0.3;0.0;3.0;95.5;N;N;126813;;;
Weber County, Utah;247560;50.4;49.6;32.4;11.3;90.3;1.0;0.7;1.2;0.1;3.7;18.0;76.5;0.9;165691;;;
Weld County, Colorado;294932;50.4;49.6;34.3;11.7;92.2;1.2;0.3;1.5;0.0;2.4;29.1;66.2;1.1;198854;;;
Westchester County, New York;974542;48.4;51.6;40.7;16.2;64.5;14.8;0.3;5.9;0.0;11.1;24.4;53.8;13.7;645413;;;
Westmoreland County, Pennsylvania;355458;48.8;51.2;46.7;21.8;94.7;2.7;0.0;1.0;0.0;0.2;1.1;94.0;2.6;287378;;;
Whatcom County, Washington;216800;49.5;50.5;37.0;16.4;82.3;1.2;2.8;4.3;0.2;5.1;9.2;79.4;1.2;162210;;;
White County, Arkansas;79263;48.1;51.9;35.8;15.6;N;N;N;N;N;N;4.2;N;N;58790;;;
Whitfield County, Georgia;104589;49.9;50.1;35.1;13.4;86.1;4.5;1.9;1.2;0.0;5.1;34.4;59.1;4.2;63338;;;
Wichita County, Texas;131838;51.6;48.4;34.0;14.3;78.9;9.6;1.1;2.8;0.1;2.9;18.9;65.7;9.2;97497;;;
Wicomico County, Maryland;102577;47.8;52.2;35.8;15.0;67.3;25.4;0.0;3.4;0.1;0.9;5.1;63.3;25.1;74625;;;
Wilkes County, North Carolina;68740;49.3;50.7;44.2;20.1;90.3;2.9;0.0;1.8;0.2;2.8;6.2;87.6;2.4;52239;;;
Will County, Illinois;689529;49.6;50.4;37.9;12.1;73.3;11.1;0.3;5.6;0.1;6.9;17.0;64.1;10.9;476998;;;
Williamson County, Illinois;67560;51.1;48.9;41.3;18.2;N;N;N;N;N;N;2.6;89.9;4.6;52308;;;
Williamson County, Tennessee;219107;48.9;51.1;39.0;12.1;88.8;4.1;0.1;4.1;0.2;0.5;4.6;84.9;4.0;149547;;;
Williamson County, Texas;528718;49.2;50.8;36.2;11.9;79.8;6.0;0.3;6.7;0.0;2.8;24.1;60.3;5.9;362262;;;
Wilson County, North Carolina;81661;47.6;52.4;40.3;17.0;50.8;39.8;0.7;0.3;0.0;6.0;10.0;N;N;59055;;;
Wilson County, Tennessee;132781;49.0;51.0;41.1;15.3;88.8;7.3;0.4;1.8;0.0;0.5;4.0;85.7;7.2;99361;;;
Windham County, Connecticut;116192;49.3;50.7;40.8;15.5;88.8;3.1;0.5;1.6;0.0;1.9;11.5;83.0;1.9;90477;;;
Winnebago County, Illinois;285873;48.9;51.1;39.8;16.6;79.2;12.6;0.1;2.5;0.0;1.9;12.5;69.7;12.1;208387;;;
Winnebago County, Wisconsin;169886;50.7;49.3;38.6;15.6;92.3;2.2;0.6;2.7;0.0;0.7;4.0;89.1;2.2;132376;;;
Wood County, Ohio;130219;50.1;49.9;34.8;14.8;91.5;3.0;0.4;1.5;0.2;1.4;5.5;88.5;2.9;102079;;;
Wood County, West Virginia;85643;47.8;52.2;43.0;19.4;N;N;N;N;N;N;1.1;95.3;2.0;67162;;;
Wood County, Wisconsin;73107;48.6;51.4;44.1;19.4;95.1;1.2;0.5;2.0;0.0;0.0;2.9;92.7;1.2;56814;;;
Woodbury County, Iowa;102779;49.9;50.1;35.1;14.8;84.9;3.6;0.7;3.1;0.7;3.0;16.0;74.1;2.7;72487;;;
Worcester County, Massachusetts;819589;49.4;50.6;40.1;14.9;83.3;4.9;0.2;4.9;0.0;4.1;11.0;77.4;4.4;605112;;;
Wright County, Minnesota;132550;50.5;49.5;36.6;12.1;94.4;1.5;0.4;1.5;0.0;0.8;2.8;92.8;1.5;94032;;;
Wyandotte County, Kansas;163831;49.5;50.5;33.9;11.5;58.9;22.8;0.8;3.7;0.0;9.4;28.3;41.1;22.2;97577;;;
Yakima County, Washington;249636;50.0;50.0;32.8;13.5;77.9;1.4;4.3;1.0;0.0;12.1;48.8;43.8;0.6;145562;;;
Yamhill County, Oregon;105035;50.6;49.4;38.2;16.3;87.6;0.6;1.7;1.7;0.3;3.2;15.7;77.1;0.6;76145;;;
Yavapai County, Arizona;225562;49.2;50.8;53.1;29.9;93.1;0.5;1.5;1.0;0.1;1.8;14.4;80.8;0.5;183515;;;
Yellowstone County, Montana;158437;49.8;50.2;38.9;16.2;91.1;0.5;3.9;0.6;0.0;0.5;5.5;86.7;0.5;120412;;;
Yolo County, California;215802;48.7;51.3;30.9;12.0;70.4;2.5;0.9;14.0;0.4;5.4;31.5;47.1;2.5;144208;;;
York County, Maine;202343;48.6;51.4;44.9;19.0;95.8;1.2;0.0;2.1;0.0;0.1;1.6;94.4;1.1;160021;;;
York County, Pennsylvania;443744;49.3;50.7;41.2;16.7;88.3;5.8;0.2;1.6;0.1;1.8;7.2;83.9;5.2;336501;;;
York County, South Carolina;258526;48.1;51.9;38.7;13.8;74.0;18.7;0.8;1.9;0.0;2.2;5.3;70.4;18.7;187699;;;
York County, Virginia;67976;47.6;52.4;39.5;15.1;74.9;12.8;0.4;6.2;0.9;0.8;6.1;71.2;12.8;49275;;;
Yuba County, California;75275;50.4;49.6;32.4;10.8;74.4;3.1;1.4;4.9;1.8;5.3;27.8;55.8;3.1;50450;;;
Yuma County, Arizona;205631;51.6;48.4;34.8;18.5;54.8;1.8;1.4;1.3;0.1;38.0;62.8;31.8;1.5;125711;;;
